Nível	Magia	Escola de Magia	Descrição Visual/Efeito	Prompt Base
1	Proteção Contra o Bem e o Mal	Abjuração	Protege contra tipos específicos de criaturas (aberrações, mortos-vivos, etc.).	Cria a imagem de D&D para a Magia 'Proteção Contra o Bem e o Mal' que é do tipo 'Abjuração', do nível 1, com o efeito 'Protege contra tipos específicos de criaturas (aberrações, mortos-vivos, etc.).'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Purificar Alimentos e Bebidas	Transmutação	Remove veneno e podridão de comidas e bebidas não mágicas.	Cria a imagem de D&D para a Magia 'Purificar Alimentos e Bebidas' que é do tipo 'Transmutação', do nível 1, com o efeito 'Remove veneno e podridão de comidas e bebidas não mágicas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Queda Suave	Transmutação	Reduz a velocidade de queda de criaturas, permitindo um pouso seguro.	Cria a imagem de D&D para a Magia 'Queda Suave' que é do tipo 'Transmutação', do nível 1, com o efeito 'Reduz a velocidade de queda de criaturas, permitindo um pouso seguro.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Raio de Bruxa	Evocação	Um feixe de energia elétrica que mantém um arco contínuo de dano entre o conjurador e o alvo.	Cria a imagem de D&D para a Magia 'Raio de Bruxa' que é do tipo 'Evocação', do nível 1, com o efeito 'Um feixe de energia elétrica que mantém um arco contínuo de dano entre o conjurador e o alvo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Raio Guia	Evocação	Um feixe de luz radiante que atinge o alvo e facilita o próximo ataque contra ele.	Cria a imagem de D&D para a Magia 'Raio Guia' que é do tipo 'Evocação', do nível 1, com o efeito 'Um feixe de luz radiante que atinge o alvo e facilita o próximo ataque contra ele.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Raio Nauseante	Necromancia	Um raio de energia tóxica que pode deixar o alvo envenenado.	Cria a imagem de D&D para a Magia 'Raio Nauseante' que é do tipo 'Necromancia', do nível 1, com o efeito 'Um raio de energia tóxica que pode deixar o alvo envenenado.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Repreensão Diabólica	Evocação	Uma reação que envolve em chamas quem causou dano ao conjurador.	Cria a imagem de D&D para a Magia 'Repreensão Diabólica' que é do tipo 'Evocação', do nível 1, com o efeito 'Uma reação que envolve em chamas quem causou dano ao conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Retirada Acelerada	Transmutação	Permite que o conjurador se mova com extrema rapidez como uma ação bônus.	Cria a imagem de D&D para a Magia 'Retirada Acelerada' que é do tipo 'Transmutação', do nível 1, com o efeito 'Permite que o conjurador se mova com extrema rapidez como uma ação bônus.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Salto	Transmutação	Triplica a distância de salto de uma criatura tocada.	Cria a imagem de D&D para a Magia 'Salto' que é do tipo 'Transmutação', do nível 1, com o efeito 'Triplica a distância de salto de uma criatura tocada.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Santuário	Abjuração	Protege uma criatura, dificultando que inimigos consigam atacá-la diretamente.	Cria a imagem de D&D para a Magia 'Santuário' que é do tipo 'Abjuração', do nível 1, com o efeito 'Protege uma criatura, dificultando que inimigos consigam atacá-la diretamente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Saraivada de Espinhos	Invocação	O próximo ataque à distância cria uma explosão de espinhos mágicos.	Cria a imagem de D&D para a Magia 'Saraivada de Espinhos' que é do tipo 'Invocação', do nível 1, com o efeito 'O próximo ataque à distância cria uma explosão de espinhos mágicos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Servo Invisível	Invocação	Cria uma força invisível e sem mente para realizar tarefas simples.	Cria a imagem de D&D para a Magia 'Servo Invisível' que é do tipo 'Invocação', do nível 1, com o efeito 'Cria uma força invisível e sem mente para realizar tarefas simples.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Sono	Encantamento	Coloca criaturas em um torpor mágico, fazendo-as adormecer.	Cria a imagem de D&D para a Magia 'Sono' que é do tipo 'Encantamento', do nível 1, com o efeito 'Coloca criaturas em um torpor mágico, fazendo-as adormecer.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Sussurros Dissonantes	Encantamento	Sussurros terríveis que causam dor psíquica e forçam o alvo a fugir.	Cria a imagem de D&D para a Magia 'Sussurros Dissonantes' que é do tipo 'Encantamento', do nível 1, com o efeito 'Sussurros terríveis que causam dor psíquica e forçam o alvo a fugir.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
1	Vitalidade Vazia	Necromancia	Concede pontos de vida temporários através de energia necrótica.	Cria a imagem de D&D para a Magia 'Vitalidade Vazia' que é do tipo 'Necromancia', do nível 1, com o efeito 'Concede pontos de vida temporários através de energia necrótica.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Acalmar Emoções	Encantamento	Suprime emoções fortes em uma esfera, acalmando hostilidades ou encerrando medos.	Cria a imagem de D&D para a Magia 'Acalmar Emoções' que é do tipo 'Encantamento', do nível 2, com o efeito 'Suprime emoções fortes em uma esfera, acalmando hostilidades ou encerrando medos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Alterar-se	Transmutação	O conjurador muda fisicamente sua forma, adquirindo características aquáticas, garras ou mudando a aparência.	Cria a imagem de D&D para a Magia 'Alterar-se' que é do tipo 'Transmutação', do nível 2, com o efeito 'O conjurador muda fisicamente sua forma, adquirindo características aquáticas, garras ou mudando a aparência.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Aprimorar Atributo	Transmutação	Concede bônus mágicos em atributos físicos ou mentais (como força de touro ou astúcia da raposa).	Cria a imagem de D&D para a Magia 'Aprimorar Atributo' que é do tipo 'Transmutação', do nível 2, com o efeito 'Concede bônus mágicos em atributos físicos ou mentais (como força de touro ou astúcia da raposa).'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Arma Espiritual	Evocação	Cria uma arma espectral flutuante que ataca inimigos de forma independente.	Cria a imagem de D&D para a Magia 'Arma Espiritual' que é do tipo 'Evocação', do nível 2, com o efeito 'Cria uma arma espectral flutuante que ataca inimigos de forma independente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Arma Mágica	Transmutação	Imbuí uma arma comum com energia mágica, tornando-a mais precisa e poderosa.	Cria a imagem de D&D para a Magia 'Arma Mágica' que é do tipo 'Transmutação', do nível 2, com o efeito 'Imbuí uma arma comum com energia mágica, tornando-a mais precisa e poderosa.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Arrombar (Knock)	Transmutação	Um som de batida alto e ressonante que destranca portas ou baús presos.	Cria a imagem de D&D para a Magia 'Arrombar (Knock)' que é do tipo 'Transmutação', do nível 2, com o efeito 'Um som de batida alto e ressonante que destranca portas ou baús presos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Augúrio	Adivinhação	O conjurador recebe um presságio sobre o resultado de uma ação futura imediata.	Cria a imagem de D&D para a Magia 'Augúrio' que é do tipo 'Adivinhação', do nível 2, com o efeito 'O conjurador recebe um presságio sobre o resultado de uma ação futura imediata.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Aumentar/Reduzir	Transmutação	Faz com que uma criatura ou objeto cresça ou encolha magicamente.	Cria a imagem de D&D para a Magia 'Aumentar/Reduzir' que é do tipo 'Transmutação', do nível 2, com o efeito 'Faz com que uma criatura ou objeto cresça ou encolha magicamente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Aura Mágica de Nystul	Ilusão	Altera a percepção mágica de uma criatura ou objeto para detectores.	Cria a imagem de D&D para a Magia 'Aura Mágica de Nystul' que é do tipo 'Ilusão', do nível 2, com o efeito 'Altera a percepção mágica de uma criatura ou objeto para detectores.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Auxílio	Abjuração	Três aliados são imbuídos de vitalidade extra por várias horas.	Cria a imagem de D&D para a Magia 'Auxílio' que é do tipo 'Abjuração', do nível 2, com o efeito 'Três aliados são imbuídos de vitalidade extra por várias horas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Boca Encantada	Ilusão	Implanta uma mensagem em um objeto que é dita em voz alta quando um gatilho ocorre.	Cria a imagem de D&D para a Magia 'Boca Encantada' que é do tipo 'Ilusão', do nível 2, com o efeito 'Implanta uma mensagem em um objeto que é dita em voz alta quando um gatilho ocorre.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Cativar	Encantamento	Uma distração mágica que atrai a atenção de criaturas em uma área.	Cria a imagem de D&D para a Magia 'Cativar' que é do tipo 'Encantamento', do nível 2, com o efeito 'Uma distração mágica que atrai a atenção de criaturas em uma área.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Cegueira/Surdez	Transmutação	Uma maldição que priva o alvo da visão ou da audição.	Cria a imagem de D&D para a Magia 'Cegueira/Surdez' que é do tipo 'Transmutação', do nível 2, com o efeito 'Uma maldição que priva o alvo da visão ou da audição.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Chama Contínua	Evocação	Cria uma chama que não emite calor e nunca se apaga.	Cria a imagem de D&D para a Magia 'Chama Contínua' que é do tipo 'Evocação', do nível 2, com o efeito 'Cria uma chama que não emite calor e nunca se apaga.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Convocar Montaria	Invocação	Invoca um espírito leal que assume a forma de uma montaria mágica.	Cria a imagem de D&D para a Magia 'Convocar Montaria' que é do tipo 'Invocação', do nível 2, com o efeito 'Invoca um espírito leal que assume a forma de uma montaria mágica.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Corda Extradimensional	Transmutação	Uma corda que sobe ao ar e abre a entrada para um pequeno espaço invisível fora deste plano.	Cria a imagem de D&D para a Magia 'Corda Extradimensional' que é do tipo 'Transmutação', do nível 2, com o efeito 'Uma corda que sobe ao ar e abre a entrada para um pequeno espaço invisível fora deste plano.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Coroa da Loucura	Encantamento	Uma coroa de espinhos de ferro surge na cabeça do alvo, forçando-o a atacar aliados.	Cria a imagem de D&D para a Magia 'Coroa da Loucura' que é do tipo 'Encantamento', do nível 2, com o efeito 'Uma coroa de espinhos de ferro surge na cabeça do alvo, forçando-o a atacar aliados.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Crescer Espinhos	Transmutação	Transforma o solo em uma área de vegetação espinhosa e cortante.	Cria a imagem de D&D para a Magia 'Crescer Espinhos' que é do tipo 'Transmutação', do nível 2, com o efeito 'Transforma o solo em uma área de vegetação espinhosa e cortante.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Despedaçar (Shatter)	Evocação	Um som agudo e ensurdecedor que causa dano de trovão em uma área.	Cria a imagem de D&D para a Magia 'Despedaçar (Shatter)' que é do tipo 'Evocação', do nível 2, com o efeito 'Um som agudo e ensurdecedor que causa dano de trovão em uma área.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Destruição Radiante	Transmutação	O próximo ataque com arma explode em luz divina ao atingir o inimigo.	Cria a imagem de D&D para a Magia 'Destruição Radiante' que é do tipo 'Transmutação', do nível 2, com o efeito 'O próximo ataque com arma explode em luz divina ao atingir o inimigo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Detectar Pensamentos	Adivinhação	Permite ler os pensamentos superficiais de criaturas próximas.	Cria a imagem de D&D para a Magia 'Detectar Pensamentos' que é do tipo 'Adivinhação', do nível 2, com o efeito 'Permite ler os pensamentos superficiais de criaturas próximas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Encontrar Armadilhas	Adivinhação	Concede um sentido sobrenatural para localizar perigos escondidos.	Cria a imagem de D&D para a Magia 'Encontrar Armadilhas' que é do tipo 'Adivinhação', do nível 2, com o efeito 'Concede um sentido sobrenatural para localizar perigos escondidos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Escalada de Aranha	Transmutação	Permite caminhar por paredes e tetos como se fossem o chão.	Cria a imagem de D&D para a Magia 'Escalada de Aranha' que é do tipo 'Transmutação', do nível 2, com o efeito 'Permite caminhar por paredes e tetos como se fossem o chão.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Escuridão (Darkness)	Evocação	Cria uma esfera de sombras mágicas que impede a visão normal e no escuro.	Cria a imagem de D&D para a Magia 'Escuridão (Darkness)' que é do tipo 'Evocação', do nível 2, com o efeito 'Cria uma esfera de sombras mágicas que impede a visão normal e no escuro.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Esfera Flamejante	Evocação	Uma esfera de fogo de 1,5m que rola pelo campo de batalha queimando o que toca.	Cria a imagem de D&D para a Magia 'Esfera Flamejante' que é do tipo 'Evocação', do nível 2, com o efeito 'Uma esfera de fogo de 1,5m que rola pelo campo de batalha queimando o que toca.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Espinho Mental	Adivinhação	Um ataque psíquico que inflige dor e permite rastrear a mente do alvo.	Cria a imagem de D&D para a Magia 'Espinho Mental' que é do tipo 'Adivinhação', do nível 2, com o efeito 'Um ataque psíquico que inflige dor e permite rastrear a mente do alvo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Esquentar Metal	Transmutação	Objetos de metal (como armaduras) ficam incandescentes, causando dor e queimaduras.	Cria a imagem de D&D para a Magia 'Esquentar Metal' que é do tipo 'Transmutação', do nível 2, com o efeito 'Objetos de metal (como armaduras) ficam incandescentes, causando dor e queimaduras.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Flecha Ácida de Melf	Evocação	Uma flecha verde e cintilante de puro ácido que explode no impacto.	Cria a imagem de D&D para a Magia 'Flecha Ácida de Melf' que é do tipo 'Evocação', do nível 2, com o efeito 'Uma flecha verde e cintilante de puro ácido que explode no impacto.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Força Espectral	Ilusão	Cria uma ilusão tão realista na mente do alvo que ele acredita sofrer danos reais.	Cria a imagem de D&D para a Magia 'Força Espectral' que é do tipo 'Ilusão', do nível 2, com o efeito 'Cria uma ilusão tão realista na mente do alvo que ele acredita sofrer danos reais.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Invisibilidade	Ilusão	Torna o alvo completamente invisível até que ele ataque ou conjure magia.	Cria a imagem de D&D para a Magia 'Invisibilidade' que é do tipo 'Ilusão', do nível 2, com o efeito 'Torna o alvo completamente invisível até que ele ataque ou conjure magia.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Invocar Fera	Invocação	Conjura um espírito bestial para lutar ao lado do grupo.	Cria a imagem de D&D para a Magia 'Invocar Fera' que é do tipo 'Invocação', do nível 2, com o efeito 'Conjura um espírito bestial para lutar ao lado do grupo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Lâmina Flamejante	Evocação	Uma cimitarra de fogo surge na mão do conjurador.	Cria a imagem de D&D para a Magia 'Lâmina Flamejante' que é do tipo 'Evocação', do nível 2, com o efeito 'Uma cimitarra de fogo surge na mão do conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Levitação	Transmutação	Faz com que um alvo flutue verticalmente no ar.	Cria a imagem de D&D para a Magia 'Levitação' que é do tipo 'Transmutação', do nível 2, com o efeito 'Faz com que um alvo flutue verticalmente no ar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Localizar Animais ou Plantas	Adivinhação	Revela a direção de espécies específicas de fauna ou flora.	Cria a imagem de D&D para a Magia 'Localizar Animais ou Plantas' que é do tipo 'Adivinhação', do nível 2, com o efeito 'Revela a direção de espécies específicas de fauna ou flora.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Localizar Objeto	Adivinhação	Sente a direção de um objeto familiar ou descrito pelo conjurador.	Cria a imagem de D&D para a Magia 'Localizar Objeto' que é do tipo 'Adivinhação', do nível 2, com o efeito 'Sente a direção de um objeto familiar ou descrito pelo conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Lufada de Vento	Evocação	Uma linha de vento forte que empurra criaturas e apaga chamas.	Cria a imagem de D&D para a Magia 'Lufada de Vento' que é do tipo 'Evocação', do nível 2, com o efeito 'Uma linha de vento forte que empurra criaturas e apaga chamas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Mensageiro Animal	Encantamento	Envia uma pequena fera para entregar uma mensagem a um local distante.	Cria a imagem de D&D para a Magia 'Mensageiro Animal' que é do tipo 'Encantamento', do nível 2, com o efeito 'Envia uma pequena fera para entregar uma mensagem a um local distante.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Nuvem de Adagas	Invocação	Cria um cubo de pequenas adagas mágicas que giram rapidamente.	Cria a imagem de D&D para a Magia 'Nuvem de Adagas' que é do tipo 'Invocação', do nível 2, com o efeito 'Cria um cubo de pequenas adagas mágicas que giram rapidamente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Oração de Cura	Abjuração	Uma prece prolongada que restaura a vida de vários aliados próximos.	Cria a imagem de D&D para a Magia 'Oração de Cura' que é do tipo 'Abjuração', do nível 2, com o efeito 'Uma prece prolongada que restaura a vida de vários aliados próximos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Paralisar Pessoa	Encantamento	Vincula um humanoide com paralisia mágica.	Cria a imagem de D&D para a Magia 'Paralisar Pessoa' que é do tipo 'Encantamento', do nível 2, com o efeito 'Vincula um humanoide com paralisia mágica.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Passo Nebuloso (Misty Step)	Invocação	O conjurador desaparece em uma névoa prateada e se teleporta a curta distância.	Cria a imagem de D&D para a Magia 'Passo Nebuloso (Misty Step)' que é do tipo 'Invocação', do nível 2, com o efeito 'O conjurador desaparece em uma névoa prateada e se teleporta a curta distância.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Passo Sem Rastro	Abjuração	Sombras e silêncio envolvem o grupo, tornando-os impossíveis de rastrear.	Cria a imagem de D&D para a Magia 'Passo Sem Rastro' que é do tipo 'Abjuração', do nível 2, com o efeito 'Sombras e silêncio envolvem o grupo, tornando-os impossíveis de rastrear.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Pele-casca	Transmutação	A pele da criatura assume a aparência e dureza de uma casca de árvore.	Cria a imagem de D&D para a Magia 'Pele-casca' que é do tipo 'Transmutação', do nível 2, com o efeito 'A pele da criatura assume a aparência e dureza de uma casca de árvore.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Proteção Contra Veneno	Abjuração	Neutraliza venenos existentes e concede resistência a danos venenosos.	Cria a imagem de D&D para a Magia 'Proteção Contra Veneno' que é do tipo 'Abjuração', do nível 2, com o efeito 'Neutraliza venenos existentes e concede resistência a danos venenosos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Raio Ardente	Evocação	Dispara três raios de fogo concentrado contra um ou mais alvos.	Cria a imagem de D&D para a Magia 'Raio Ardente' que é do tipo 'Evocação', do nível 2, com o efeito 'Dispara três raios de fogo concentrado contra um ou mais alvos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Raio do Enfraquecimento	Necromancia	Um raio de energia negra que reduz a força física do inimigo.	Cria a imagem de D&D para a Magia 'Raio do Enfraquecimento' que é do tipo 'Necromancia', do nível 2, com o efeito 'Um raio de energia negra que reduz a força física do inimigo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Raio Lunar	Evocação	Um feixe prateado de luz pálida desce do céu, queimando com radiação fria.	Cria a imagem de D&D para a Magia 'Raio Lunar' que é do tipo 'Evocação', do nível 2, com o efeito 'Um feixe prateado de luz pálida desce do céu, queimando com radiação fria.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Reflexos (Mirror Image)	Ilusão	Cria três duplicatas ilusórias do conjurador que mimetizam seus movimentos.	Cria a imagem de D&D para a Magia 'Reflexos (Mirror Image)' que é do tipo 'Ilusão', do nível 2, com o efeito 'Cria três duplicatas ilusórias do conjurador que mimetizam seus movimentos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Repouso Tranquilo	Necromancia	Protege um corpo contra a decomposição e impede que ele se torne um morto-vivo.	Cria a imagem de D&D para a Magia 'Repouso Tranquilo' que é do tipo 'Necromancia', do nível 2, com o efeito 'Protege um corpo contra a decomposição e impede que ele se torne um morto-vivo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Restauração Menor	Abjuração	Cura condições como cegueira, surdez, paralisia ou envenenamento.	Cria a imagem de D&D para a Magia 'Restauração Menor' que é do tipo 'Abjuração', do nível 2, com o efeito 'Cura condições como cegueira, surdez, paralisia ou envenenamento.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Sentido Feral	Adivinhação	Concede sentidos aguçados de um animal selvagem.	Cria a imagem de D&D para a Magia 'Sentido Feral' que é do tipo 'Adivinhação', do nível 2, com o efeito 'Concede sentidos aguçados de um animal selvagem.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Silêncio	Ilusão	Cria uma esfera onde nenhum som pode ser emitido ou ouvido.	Cria a imagem de D&D para a Magia 'Silêncio' que é do tipo 'Ilusão', do nível 2, com o efeito 'Cria uma esfera onde nenhum som pode ser emitido ou ouvido.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Sopro de Dragão	Transmutação	Imbuí uma criatura com a capacidade de exalar energia elemental (fogo, ácido, etc.).	Cria a imagem de D&D para a Magia 'Sopro de Dragão' que é do tipo 'Transmutação', do nível 2, com o efeito 'Imbuí uma criatura com a capacidade de exalar energia elemental (fogo, ácido, etc.).'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Sugestão	Encantamento	Uma frase mágica que implanta uma ideia irresistível na mente do alvo.	Cria a imagem de D&D para a Magia 'Sugestão' que é do tipo 'Encantamento', do nível 2, com o efeito 'Uma frase mágica que implanta uma ideia irresistível na mente do alvo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Teia (Web)	Invocação	Cria camadas de teias pegajosas que prendem quem nelas entrar.	Cria a imagem de D&D para a Magia 'Teia (Web)' que é do tipo 'Invocação', do nível 2, com o efeito 'Cria camadas de teias pegajosas que prendem quem nelas entrar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Tranca Arcana	Abjuração	Fecha magicamente uma porta ou objeto, exigindo força ou magia para abrir.	Cria a imagem de D&D para a Magia 'Tranca Arcana' que é do tipo 'Abjuração', do nível 2, com o efeito 'Fecha magicamente uma porta ou objeto, exigindo força ou magia para abrir.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Turvar (Blur)	Ilusão	O corpo do conjurador torna-se oscilante e desfocado, dificultando ataques.	Cria a imagem de D&D para a Magia 'Turvar (Blur)' que é do tipo 'Ilusão', do nível 2, com o efeito 'O corpo do conjurador torna-se oscilante e desfocado, dificultando ataques.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Ver o Invisível	Adivinhação	Permite enxergar seres e objetos que estão no plano etéreo ou invisíveis.	Cria a imagem de D&D para a Magia 'Ver o Invisível' que é do tipo 'Adivinhação', do nível 2, com o efeito 'Permite enxergar seres e objetos que estão no plano etéreo ou invisíveis.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Vigor Arcano	Abjuração	Concede uma reserva extra de vitalidade mágica ao alvo.	Cria a imagem de D&D para a Magia 'Vigor Arcano' que é do tipo 'Abjuração', do nível 2, com o efeito 'Concede uma reserva extra de vitalidade mágica ao alvo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Vínculo de Proteção	Abjuração	Liga a resistência do conjurador à de um aliado, dividindo o dano sofrido.	Cria a imagem de D&D para a Magia 'Vínculo de Proteção' que é do tipo 'Abjuração', do nível 2, com o efeito 'Liga a resistência do conjurador à de um aliado, dividindo o dano sofrido.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Visão no Escuro	Transmutação	Permite enxergar na escuridão total como se fosse penumbra.	Cria a imagem de D&D para a Magia 'Visão no Escuro' que é do tipo 'Transmutação', do nível 2, com o efeito 'Permite enxergar na escuridão total como se fosse penumbra.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
2	Zona da Verdade	Encantamento	Cria uma área onde criaturas são impedidas de proferir mentiras deliberadas.	Cria a imagem de D&D para a Magia 'Zona da Verdade' que é do tipo 'Encantamento', do nível 2, com o efeito 'Cria uma área onde criaturas são impedidas de proferir mentiras deliberadas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Animar Mortos	Necromancia	Impele uma força vital em restos de humanoides, criando servos mortos-vivos.	Cria a imagem de D&D para a Magia 'Animar Mortos' que é do tipo 'Necromancia', do nível 3, com o efeito 'Impele uma força vital em restos de humanoides, criando servos mortos-vivos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Arma Elemental	Transmutação	Uma arma torna-se mágica e é imbuída com o elemento escolhido (Ácido, Frio, Fogo, Relâmpago ou Trovão).	Cria a imagem de D&D para a Magia 'Arma Elemental' que é do tipo 'Transmutação', do nível 3, com o efeito 'Uma arma torna-se mágica e é imbuída com o elemento escolhido (Ácido, Frio, Fogo, Relâmpago ou Trovão).'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
